Rank,Dutch,Frequency,Context Sentence (Dutch),Word Type,English Translation,Defintion,Grading
84,wachten,N/A,We moeten nog even wachten op de bus.,Verb,wait,Blijven tot er iets gebeurt,1
85,familie,N/A,Mijn hele familie woont dichtbij in het kleine dorp.,Noun,family,Bloedverwanten,1
86,verder,N/A,We moeten nu echt weer even verder lopen.,Adverb / Adjective,further / further on,Meer vooruit,1
87,zat,N/A,Hij zat de hele middag op de lekkere zachte bank.,Verb / Adjective,sat / drunk / tired of,Verleden tijd van zitten of beu zijn,1
88,soms,N/A,Ik ga soms in het gezellige weekend naar de film.,Adverb,sometimes,Af en toe,1
89,werken,N/A,Ik moet vandaag heel erg hard werken op kantoor.,Verb,work,Arbeid verrichten,1
90,bel,N/A,Ik bel je vanavond wel even kort terug.,Verb / Noun,call / bell,Telefoneer of de deurbel,1
91,voel,N/A,Ik voel me vandaag een heel klein beetje ziek.,Verb,feel,Neem fysiek of mentaal waar,1
92,kind,N/A,Het kleine kind speelt heel lief met de auto.,Noun,child,Een jong mens,1
93,probeer,N/A,Probeer het nog maar een keertje opnieuw.,Verb,try,Doe een poging,1
94,ding,N/A,Wat is dat voor een ontzettend raar ding?,Noun,thing,Een voorwerp,1
95,minuten,N/A,We zijn over tien minuten eindelijk op het station.,Noun,minutes,Tijdseenheden van zestig seconden,1
96,krijgt,N/A,Hij krijgt altijd heel erg veel leuke cadeaus.,Verb,gets / receives,Ontvangt,1
97,zet,N/A,Zet de zware doos maar even hier op tafel.,Verb,put / set,Plaats of leg neer,1
98,vijf,N/A,Ik heb nog precies vijf euro in mijn portemonnee.,Numeral,five,Het getal na vier,1
99,gehad,N/A,Ik heb gisteren een hele drukke werkdag gehad.,Verb,had,Voltooid deelwoord van hebben,1
100,haal,N/A,Haal even snel wat lekkere broodjes bij de bakker.,Verb,get / fetch,Breng hierheen,1
101,gemaakt,N/A,Ik heb een hele mooie tekening voor je gemaakt.,Verb,made,GecreÃ«erd of geproduceerd,1
102,hÃ¨,N/A,Dat is echt ontzettend mooi gedaan hÃ¨?,Interjection,right? / huh?,Stopwoord om instemming te vragen,1
103,manier,N/A,Je moet het op een hele andere manier doen.,Noun,way / manner,Hoe je iets aanpakt,1
104,dagen,N/A,We hebben drie dagen lang hard gewerkt.,Noun,days,Periodes van 24 uur,1
105,zoek,N/A,Ik zoek mijn verloren sleutels in de woonkamer.,Verb / Adjective,search / lost,Ben op zoek naar of kwijt,1
106,heet,N/A,Mijn soep is echt heel erg heet.,Adjective / Verb,hot / called,Zeer warm of heten,1
107,volgende,N/A,De volgende trein vertrekt over ongeveer een half uur.,Adjective,next,Die daarna komt,1
108,daarom,N/A,Ik was erg ziek en daarom bleef ik lekker thuis.,Adverb / Conjunction,therefore / that's why,Om die reden,1
109,gehoord,N/A,Heb je het goede nieuws al gehoord van haar?,Verb,heard,Vernomen via geluid,1
110,pas,N/A,Ik was pas heel erg laat weer thuis gisteravond.,Adverb / Noun,just / only / card,Slechts kortgeleden of pasje,1
111,werkt,N/A,Hij werkt in een hele grote en dure fabriek.,Verb,works,Verricht arbeid of functioneert,1
112,vanavond,N/A,Wat gaan we vanavond samen eten thuis?,Adverb,tonight / this evening,De avond van vandaag,1
113,volgens,N/A,Volgens mij ben je helemaal in de war nu.,Preposition,according to,Naar de mening van,1
114,best,N/A,Ik doe echt mijn allerbeste best op school.,Adjective / Adverb,best / quite,Heel goed of best wel,1
115,pijn,N/A,Mijn gewonde knie doet echt ontzettend veel pijn.,Noun,pain,Lichamelijk of geestelijk lijden,1
116,kans,N/A,We maken een hele grote kans om te winnen.,Noun,chance / opportunity,Mogelijkheid dat iets gebeurt,1
117,eruit,N/A,Je ziet er vandaag echt heel erg mooi eruit.,Pronominal Adverb,out of it / looking like,Uit iets of uiterlijk,1
118,help,N/A,Help me alsjeblieft even met deze zware tas.,Verb,help,Bied bijstand,1
119,plaats,N/A,Dit is een hele mooie en rustige plaats om te wonen.,Noun,place / spot,Een locatie,1
120,hoeveel,N/A,Weet jij hoeveel euro dat broodje kost?,Adverb / Pronoun,how much / how many,Welk aantal of bedrag,1
121,vroeg,N/A,Ik was vanmorgen heel erg vroeg wakker.,Adverb / Adjective / Verb,early / asked,Niet laat of verleden tijd van vragen,1
122,oude,N/A,Mijn oude auto is helaas helemaal kapot.,Adjective,old,Niet nieuw of jong,1
123,stad,N/A,Amsterdam is de grootste en drukste stad van Nederland.,Noun,city,Grote bewoonde plaats,1
124,zoeken,N/A,We gaan buiten zoeken naar de verstopte eieren.,Verb,search / look for,Proberen te vinden,1
125,ogen,N/A,Hij heeft hele mooie en heldere blauwe ogen.,Noun,eyes,Lichaamsdelen om mee te zien,1
126,jezelf,N/A,Je moet echt wat beter voor jezelf zorgen.,Pronoun,yourself,Jij persoonlijk,1
127,geloven,N/A,Soms is het best heel lastig om in God te geloven.,Verb,believe,Denken dat iets waar is,1
128,moment,N/A,Wacht even een kort moment alstublieft.,Noun,moment,Een kort stukje tijd,1
129,kamer,N/A,Ik slaap in de grote gezellige kamer boven.,Noun,room,Een ruimte in een huis,1
130,schiet,N/A,Schiet nou eindelijk eens een keertje op!,Verb,shoot / hurry,Afvuren of opschieten,1
131,vier,N/A,Ik heb thuis vier lieve honden rondlopen.,Numeral / Verb,four / celebrate,Het getal na drie of vieren,1
132,vindt,N/A,Zij vindt dat echt een heel erg leuk boek.,Verb,finds / thinks,Treft aan of is van mening,1
133,word,N/A,Ik word morgen alweer dertig jaar oud.,Verb,become / am getting,Gaan zijn,1
134,agent,N/A,De dappere agent hielp mij veilig de straat over.,Noun,police officer / agent,Iemand bij de politie of een vertegenwoordiger,1
135,slecht,N/A,Het is vandaag heel erg donker en slecht weer.,Adjective / Adverb,bad / poorly,Niet goed,1
136,verteld,N/A,Hij heeft mij gisteren de hele waarheid verteld.,Verb,told,Meegedeeld,1
137,brengen,N/A,Wil je deze doos even naar de buren brengen?,Verb,bring,Naar een andere plaats dragen,1
138,blij,N/A,Ik ben heel erg blij met mijn mooie nieuwe fiets.,Adjective,happy / glad,Verheugd of gelukkig,1
139,hulp,N/A,Bedankt voor je ontzettend goede hulp vandaag.,Noun,help / assistance,De bijstand,1
140,welke,N/A,Welke van deze twee jassen vind jij het mooist?,Pronoun,which,Vraagwoord voor een keuze,1
141,blijft,N/A,Zij blijft vanavond gezellig bij mij eten.,Verb,stays / remains,Gaat niet weg,1
142,ligt,N/A,De sleutel ligt gewoon op de kleine tafel.,Verb,lies / is situated,Rust op iets of bevindt zich,1
143,broer,N/A,Mijn oudste broer woont en werkt in Londen.,Noun,brother,Mannelijk kind van dezelfde ouders,1
144,school,N/A,Mijn kinderen gaan in het rustige dorp naar school.,Noun,school,Plaats waar je les krijgt,1
145,tussen,N/A,Hij fietste tussen alle geparkeerde auto's door.,Preposition,between,In het midden van,1
146,deur,N/A,Doe je de voordeur achter je dicht als je weggaat?,Noun,door,Doorgang of paneel om af te sluiten,1
147,spreken,N/A,Ik wil je morgen graag even spreken op kantoor.,Verb,speak / talk,Praten,1
148,plan,N/A,We hebben een heel goed plan voor de grote vakantie.,Noun,plan,Een voornemen,1
149,dollar,N/A,Dat kleine boekje kostte maar Ã©Ã©n dollar.,Noun,dollar,Amerikaanse munteenheid,1
150,handen,N/A,Je moet je handen goed wassen voor het avondeten.,Noun,hands,Lichaamsdelen om dingen vast te pakken,1
151,ergens,N/A,Ik heb mijn telefoon vast ergens in huis laten liggen.,Adverb,somewhere,Op een onbekende plaats,1
152,dr.,N/A,Hij is dr. in de geneeskunde en chirurg.,Noun,dr. (doctor),Titel voor een academicus of arts,1
153,klopt,N/A,Dat klopt helemaal want dat zei ik net al.,Verb,is correct / knocks,Is juist of slaat op een deur,1
154,breng,N/A,Ik breng je vanavond wel even veilig naar huis.,Verb,bring,Neem mee,1
155,dokter,N/A,Ik ga morgen naar de dokter omdat ik me ziek voel.,Noun,doctor,Arts,1
156,juist,N/A,Dat is precies het juiste antwoord op de lastige vraag.,Adjective / Adverb,correct / right / exactly,Kloppend of precies,1
157,vond,N/A,Ik vond het een hele spannende en leuke film.,Verb,found / thought,Verleden tijd van vinden,1
158,praat,N/A,Zij praat heel erg zacht en rustig vandaag.,Verb,talks,Spreekt,1
159,prima,N/A,Dat is helemaal prima en een heel goed idee.,Adjective / Adverb,fine / excellent,Heel goed,1
160,betekent,N/A,Weet jij toevallig wat dit lange Engelse woord betekent?,Verb,means,Heeft als betekenis,1
161,zaak,N/A,De politie heeft de moeilijke zaak snel opgelost.,Noun,case / business,Een kwestie of een bedrijf,1
162,proberen,N/A,We gaan het gewoon nog een keertje proberen.,Verb,try,Een poging doen,1
163,jack,N/A,Trek je warme jack maar aan want het is koud.,Noun,jacket,Jas,1
164,spelen,N/A,De kinderen spelen heel erg leuk buiten in het grote park.,Verb,play,Zich vermaken,1
165,lekker,N/A,Ik ga vanavond een lekker bord pasta eten.,Adjective / Adverb,tasty / nice,Goed smakend of aangenaam,1
166,doden,N/A,Er vielen veel doden tijdens de zware storm.,Noun / Verb,dead (people) / kill,Overleden personen of het leven ontnemen,1
167,gebruiken,N/A,Je mag mijn pen wel even kort gebruiken.,Verb,use,Ergens nut van hebben of hanteren,1
168,groot,N/A,Ze wonen in een heel erg groot wit huis.,Adjective,big / large,Niet klein,1
169,kent,N/A,Iedereen kent haar want ze is heel erg beroemd.,Verb,knows,Weet wie het is,1
170,boven,N/A,Mijn kleine slaapkamer bevindt zich helemaal boven.,Adverb / Preposition,above / upstairs,Hoger dan iets anders,1
171,water,N/A,Ik drink het liefst altijd helder koud water.,Noun,water,Doorzichtige vloeistof,1
172,problemen,N/A,Hij heeft veel problemen met zijn oude auto.,Noun,problems,Moeilijkheden,1
173,land,N/A,Nederland is echt een heel erg klein en plat land.,Noun,country / land,Een staat of de grond,1
174,sta,N/A,Ik sta al urenlang te wachten in deze lange rij.,Verb,stand,Rechtop staan,1
175,later,N/A,Ik zie je later deze week nog wel een keer.,Adverb / Adjective,later,Verder in de tijd,1
176,papa,N/A,Mijn lieve papa leest mij elke avond voor.,Noun,dad,Vader,1
177,which,N/A,This is an english word which shouldn't be here.,Pronoun,which,Engels woord in de lijst,1
178,pakken,N/A,Ik moet mijn jas nog even snel pakken.,Verb / Noun,grab / catch / suits,Nemen of formele kleding,1
179,week,N/A,Ik ga volgende week een dagje naar Amsterdam.,Noun,week,Zeven dagen,1
180,schat,N/A,Je bent echt een hele lieve en goede schat.,Noun,treasure / darling,Iets waardevols of een koosnaam,1
181,voordat,N/A,Was je handen even voordat we gaan avondeten.,Conjunction,before,Voor het moment dat,1
182,zoveel,N/A,Waarom heb je gisteren zoveel snoep gegeten?,Pronoun / Adverb,so much / that much,Een grote hoeveelheid,1
183,vrij,N/A,Ik ben aanstaande vrijdag lekker de hele dag vrij.,Adjective / Adverb,free / quite,Niet bezet of redelijk,1
184,echte,N/A,Hij is een echte goede en oude vriend van mij.,Adjective,real / genuine,Niet nep,1
185,stoppen,N/A,Je moet nu echt direct stoppen met praten.,Verb,stop,Niet doorgaan,1
186,klootzak,N/A,Die vervelende dief is echt een grote klootzak.,Noun,asshole (insult),Grof scheldwoord voor een man,1
187,beginnen,N/A,We gaan over vijf minuten eindelijk beginnen met spelen.,Verb,begin / start,Aanvangen,1
188,alstublieft,N/A,Mag ik van u alstublieft de rekening betalen?,Interjection,please / here you go,Beleefdheidsfrase,2
189,zodat,N/A,Praat harder zodat de hele grote zaal je goed kan horen.,Conjunction,so that,Met als doel,1
190,zorg,N/A,Ik maak me grote zorg over zijn slechte gezondheid.,Noun / Verb,care / worry,Aandacht of bezorgdheid,1
191,mooie,N/A,Dat is een hele mooie blauwe tekening aan de muur.,Adjective,beautiful / pretty,Aangenaam om te zien,1
192,wees,N/A,Wees nou toch eens een keertje een beetje voorzichtig.,Verb / Noun,be / orphan,Gebiedende wijs van zijn of kind zonder ouders,1
193,vermoorden,N/A,De gemene schurk wilde de goede held snel vermoorden.,Verb,murder,Opzettelijk van het leven beroven,2
194,mis,N/A,Ik schoot de bal gisteren helaas helemaal mis.,Adverb / Adjective / Verb,wrong / amiss / miss,Niet raak of fout,1
195,vooruit,N/A,Loop maar rustig een stukje verder vooruit.,Adverb / Interjection,forward / go ahead,Naar voren,1
196,bellen,N/A,Ik zal je morgen wel even bellen met de vaste telefoon.,Verb,call / ring,Telefoneren of aanbellen,1
197,dochter,N/A,Zijn jongste dochter is onlangs vijf jaar oud geworden.,Noun,daughter,Vrouwelijk kind,1
198,vrouwen,N/A,Er werken hier veel slimme vrouwen op het gezellige kantoor.,Noun,women,Volwassen vrouwelijke personen,1
199,tien,N/A,Het is nu precies tien over half drie in de drukke middag.,Numeral,ten,Het getal na negen,1
200,hoeft,N/A,Je hoeft me echt helemaal niet meer te bedanken.,Verb,have to / need (negative context),Nodig zijn (meestal met niet),1
201,lopen,N/A,We lopen naar het strand.,Verb,walk,Te voet gaan,1
202,hart,N/A,Mijn hart klopt heel erg snel.,Noun,heart,Orgaan dat bloed rondpompt,1
203,snap,N/A,Ik snap helemaal niks van die som.,Verb,understand / get,Begrijpen,1
204,voorbij,N/A,De tijd vliegt heel snel voorbij.,Adverb / Adjective,past / over,Gepasseerd of afgelopen,1
205,los,N/A,De hond liep los op straat.,Adjective / Adverb,loose,Niet vast,1
206,vergeten,N/A,Ik ben mijn sleutels helemaal vergeten.,Verb,forgotten / forget,Niet meer weten,1
207,gebeuren,N/A,Wat gaat er hier allemaal gebeuren?,Verb,happen,Plaatsvinden,1
208,bloed,N/A,Ik zag een druppel bloed op de grond.,Noun,blood,Rode vloeistof in je lichaam,1
209,druk,N/A,Het is erg druk in de grote stad.,Adjective / Noun,busy / pressure,Met veel mensen of kracht,1
210,verhaal,N/A,Ze vertelde me een heel erg spannend verhaal.,Noun,story,Een vertelling,1
211,moeilijk,N/A,Dit examen is echt ontzettend moeilijk.,Adjective / Adverb,difficult / hard,Niet makkelijk,1
212,hoi,N/A,Hoi hoe gaat het vandaag met jou?,Interjection,hi / hello,Groet,1
213,zes,N/A,Ik heb nog zes euro in mijn broekzak.,Numeral,six,Het getal na vijf,1
214,eerder,N/A,Je had dat echt wat eerder moeten zeggen.,Adverb,earlier / sooner,Vroeger in de tijd,1
215,neer,N/A,Leg dat zware boek maar even snel neer.,Adverb,down,Naar beneden,1
216,ervan,N/A,Ik heb er gisteren nog wat van gegeten en genoten ervan.,Pronominal Adverb,of it / from it,Daarvan,1
217,bed,N/A,Ik ga heel vroeg naar mijn bed vandaag.,Noun,bed,Meubel om in te slapen,1
218,nacht,N/A,De sterren schijnen heel fel in de nacht.,Noun,night,De donkere tijd van de dag,1
219,bezig,N/A,Ik ben nu even heel erg druk bezig.,Adjective,busy,Aan het werk,1
220,wakker,N/A,Ik was vanmorgen heel erg vroeg wakker.,Adjective,awake,Niet slapend,1
221,redden,N/A,We moeten hem zien te redden van het vuur.,Verb,save / rescue,Uit gevaar halen,1
222,klein,N/A,Dat is echt een heel erg klein hondje.,Adjective,small / little,Niet groot,1
223,gekomen,N/A,Hij is gisteren met de trein naar mij gekomen.,Verb,come,Aangekomen,1
224,sinds,N/A,Ik woon hier al sinds vorig jaar zomer.,Preposition,since,Vanaf een bepaald moment,1
225,kop,N/A,Ik drink graag een warme kop met koffie.,Noun,cup / head,Drinkbeker of hoofd van een dier,1
226,zult,N/A,Je zult morgen zien dat ik gelijk heb.,Verb,will / shall,Vorm van zullen,1
227,begrepen,N/A,Heb je mijn lastige vraag goed begrepen?,Verb,understood,Gesnapt,1
228,plek,N/A,Dit is een hele mooie en rustige plek.,Noun,spot / place,Een bepaalde locatie,1
229,veilig,N/A,Hier binnen ben je gelukkig heel erg veilig.,Adjective / Adverb,safe,Zonder gevaar,1
230,stel,N/A,Stel dat we vandaag eens lekker naar het strand gaan.,Verb / Noun,suppose / couple,Stel voor of een koppel,1
231,vol,N/A,Mijn glas zit nog helemaal vol met water.,Adjective / Adverb,full,Helemaal gevuld,1
232,nummer,N/A,Wat is precies jouw nieuwe telefoon nummer?,Noun,number,Een getal of cijferreeks,1
233,waarheid,N/A,Je moet me nu echt de hele waarheid vertellen.,Noun,truth,Wat echt zo is,1
234,zoiets,N/A,Ik heb nog nooit zoiets moois gezien.,Pronoun,something like that,Iets dergelijks,1
235,mevrouw,N/A,Kunt u mij misschien even helpen mevrouw?,Noun,madam / Mrs.,Beleefde aanspreekvorm voor een vrouw,1
236,leren,N/A,We leren veel nieuwe dingen op school.,Verb,learn,Kennis opdoen,1
237,hetzelfde,N/A,Zij droegen precies hetzelfde blauwe jasje.,Pronoun / Adjective,the same,Identiek,1
238,gaf,N/A,Hij gaf mij gisteren een heel mooi boek.,Verb,gave,Verleden tijd van geven,1
239,baby,N/A,De kleine baby huilt de hele nacht door.,Noun,baby,Een heel jong kind,1
240,baas,N/A,De strenge baas was erg boos op mij.,Noun,boss,De leider,1
241,gelukkig,N/A,Ik ben heel erg gelukkig in mijn nieuwe huis.,Adjective / Adverb,happy / luckily,Blij of met geluk,1
242,meteen,N/A,Je moet nu echt meteen stoppen met praten.,Adverb,immediately,Direct,1
243,beneden,N/A,Ik ben even beneden in de grote keuken.,Adverb,downstairs / down,Op een lagere plaats,1
244,waarschijnlijk,N/A,Ik kom vanavond waarschijnlijk wel even langs.,Adverb / Adjective,probably,Met grote kans,2
245,sterven,N/A,We zullen uiteindelijk allemaal een keer sterven.,Verb,die,Doodgaan,1
246,gezicht,N/A,Was je vieze gezicht even met wat water.,Noun,face,Voorkant van je hoofd,1
247,begin,N/A,Dit is pas het begin van het grote avontuur.,Noun,beginning / start,De start,1
248,mogelijk,N/A,Is het mogelijk om morgen af te spreken?,Adjective / Adverb,possible,Wat kan gebeuren,1
249,mama,N/A,Mijn mama kookt elke avond heel lekker eten.,Noun,mom,Moeder,1
250,dicht,N/A,De grote winkel was gisteren helaas al dicht.,Adjective / Adverb,closed / near,Gesloten of dichtbij,1
251,zaken,N/A,Ik moet nog even wat belangrijke zaken regelen.,Noun,business / affairs,Handel of dingen,1
252,liggen,N/A,Mijn kleren liggen de hele dag op de grond.,Verb,lie / are located,Horizontaal rusten,1
253,nieuws,N/A,Heb je het goede nieuws al gehoord vandaag?,Noun,news,Recente belangrijke informatie,1
254,ander,N/A,Ik wil graag een ander boek gaan lezen.,Adjective / Pronoun,other / another,Niet deze,1
255,eraan,N/A,Ik werk er nu heel erg hard eraan.,Pronominal Adverb,on it / to it,Daaraan,2
256,slapen,N/A,Ik ga heel erg lekker slapen in mijn zachte bed.,Verb,sleep,De ogen dicht hebben in rust,2
257,ver,N/A,Het station is niet zo heel erg ver weg.,Adjective / Adverb,far,Op grote afstand,1
258,reden,N/A,Wat is de reden voor jouw plotselinge vertrek?,Noun / Verb,reason / rode,Oorzaak of verleden tijd meervoud rijden,2
259,fout,N/A,Ik maakte een hele domme fout op de grote toets.,Noun / Adjective,mistake / wrong,Een dwaling of niet goed,1
260,vallen,N/A,Pas op dat je niet zult vallen over die steen.,Verb,fall,Neerstorten,2
261,maanden,N/A,Ik woon hier nu al drie hele lange maanden.,Noun,months,Tijdperken van ongeveer dertig dagen,2
262,mogen,N/A,We mogen vandaag lekker buiten spelen van haar.,Verb,may / be allowed,Toestemming hebben,2
263,oud,N/A,Mijn oma is echt al heel erg oud.,Adjective,old,Met een hoge leeftijd,1
264,vergeet,N/A,Vergeet niet om straks de deur goed te sluiten.,Verb,forget,Denk erom (gebiedende wijs) of vergeet (hij/zij),2
265,voelt,N/A,Zij voelt zich vandaag een klein beetje ziek.,Verb,feels,Neemt fysiek of emotioneel waar,2
266,vent,N/A,Die man is echt een hele rare vent.,Noun,guy / bloke,Man (spreektaal),1
267,sir,N/A,Yes sir dat zal ik direct voor u regelen.,Noun,sir (English loan word),Meneer (Engels),1
268,hoorde,N/A,Ik hoorde vannacht een heel erg gek geluid.,Verb,heard,Nam geluid waar in het verleden,2
269,hoort,N/A,Hij hoort de luide muziek door de dunne muur.,Verb,hears / belongs,Neemt waar of is op de juiste plek,2
270,klinkt,N/A,Dat liedje klinkt echt heel erg mooi en vrolijk.,Verb,sounds,Maakt een geluid,2
271,terwijl,N/A,Ik lees mijn boek terwijl het buiten hard regent.,Conjunction,while,Tijdens de tijd dat,2
272,vriendin,N/A,Mijn nieuwe vriendin heet Lisa en ze is erg lief.,Noun,girlfriend / female friend,Vrouwelijke vriend of geliefde,2
273,welkom,N/A,Je bent hier altijd van harte welkom in ons huis.,Adjective / Noun / Interjection,welcome,Graag gezien,2
274,team,N/A,Ons hele team heeft de spannende wedstrijd gewonnen.,Noun,team,Groep mensen die samenwerkt,1
275,rond,N/A,De bal is mooi rond en stuitert heel erg goed.,Adjective / Preposition,round / around,Cirkelvormig of in de buurt van,1
276,president,N/A,De president gaf een hele belangrijke speech op tv.,Noun,president,Hoofd van een republiek,2
277,oorlog,N/A,De soldaten vochten dapper in de lange zware oorlog.,Noun,war,Gewapende strijd tussen landen,2
278,duidelijk,N/A,Ik hoop dat mijn uitleg nu wel duidelijk is.,Adjective / Adverb,clear / clearly,Helder en begrijpelijk,2
279,jaren,N/A,We wonen hier nu al heel wat jaren samen.,Noun,years,Meervoud van jaar,2
280,rest,N/A,Ik eet vandaag de rest van de taart helemaal op.,Noun,rest / remainder,Wat er overblijft,1
281,schuld,N/A,Het is echt helemaal mijn eigen stomme schuld.,Noun,fault / debt,Verantwoordelijkheid voor een fout of geleend geld,2
282,avond,N/A,Ik ga vanavond lekker rustig thuis op de bank zitten.,Noun,evening,Deel van de dag na de middag,2
283,eerlijk,N/A,Wees nou toch eens een keertje eerlijk tegen me.,Adjective / Adverb,honest / fair,Oprecht en zonder leugens,2
284,fijn,N/A,Ik wens je een heel fijn en zonnig weekend.,Adjective / Adverb,nice / fine / delicate,Prettig of erg dun,1
285,mond,N/A,Hou toch eindelijk eens je grote mond dicht.,Noun,mouth,Orgaan in gezicht om te eten en praten,1
286,buurt,N/A,Ik woon in een hele rustige en mooie buurt.,Noun,neighborhood / vicinity,Deel van de stad,2
287,drinken,N/A,Ik wil heel graag een lekker glaasje water drinken.,Verb / Noun,drink,Vloeistof innemen of drank,2
288,telefoon,N/A,Mijn nieuwe telefoon is gisteren helaas kapot gegaan.,Noun,telephone / phone,Toestel om mee te bellen,2
289,per,N/A,Dat product kost precies tien euro per stuk.,Preposition,per / by,Voor elk,1
290,wapen,N/A,De politieagent droeg een zwaar wapen bij zich.,Noun,weapon,Voorwerp om mee te vechten,2
291,liet,N/A,Hij liet het glas per ongeluk op de vloer vallen.,Verb,let / left,Verleden tijd van laten,1
292,belangrijk,N/A,Het is erg belangrijk dat je morgen echt op tijd bent.,Adjective,important,Met veel waarde of betekenis,3
293,kreeg,N/A,Ik kreeg gisteren een heel mooi boek van haar.,Verb,got / received,Verleden tijd van krijgen,2
294,ouders,N/A,Mijn lieve ouders wonen nog steeds in dat kleine dorp.,Noun,parents,Vader en moeder,2
295,stuk,N/A,Mijn favoriete speelgoed is helaas helemaal stuk gegaan.,Adjective / Noun,broken / piece,Kapot of een deel,1
296,rust,N/A,Ik heb na al dat harde werk wat rust nodig.,Noun,rest / peace,Ontspanning,1
297,vandaan,N/A,Waar kom jij eigenlijk precies vandaan vandaag?,Adverb,from,Vanuit een bepaalde plek,2
298,kennen,N/A,Wij kennen elkaar echt al een hele lange tijd.,Verb,know,Bekend zijn met,2
299,Jezus,N/A,Jezus is een heel erg belangrijk figuur in de kerk.,Noun,Jesus,Christelijke messias,2
300,deel,N/A,Ik wil graag mijn deel van de heerlijke chocolade taart.,Noun / Verb,part / share,Gedeelte of gebiedende wijs van delen,1
301,baan,N/A,Ik heb gisteren een hele leuke nieuwe baan gevonden.,Noun,job / track,Betaald werk of een pad,1
302,kapitein,N/A,De kapitein bestuurt het grote en zware schip.,Noun,captain,Gezagvoerder op een boot,2
303,erop,N/A,Er zit een hele kleine zwarte vlek erop.,Pronominal Adverb,on it,Daarop,1
304,geluk,N/A,Ik wens je heel erg veel geluk en gezondheid.,Noun,luck / happiness,Gunstige toestand of vreugde,2
305,dezelfde,N/A,Wij dragen precies dezelfde blauwe jas vandaag.,Pronoun / Adjective,the same,Identieke,2
306,overal,N/A,Ik heb echt overal in het huis gezocht naar mijn boek.,Adverb,everywhere,Op alle plaatsen,2
307,schip,N/A,Het grote schip vaart langzaam de haven binnen.,Noun,ship,Groot vaartuig,2
308,heren,N/A,Dames en heren welkom bij de grote voorstelling.,Noun,gentlemen / lords,Mannen of gastheren,2
309,gegeven,N/A,Ik heb hem gisteren al het benodigde geld gegeven.,Verb / Noun,given / data,Gereikt aan of feit,2
310,anderen,N/A,We moeten ook aan al die anderen mensen denken.,Pronoun,others,Andere mensen,2
311,zeer,N/A,Dat is een zeer goed idee om vandaag uit te voeren.,Adverb / Adjective,very / sore,Erg of pijnlijk,1
312,langs,N/A,Ik kom straks wel even heel snel bij jou langs.,Preposition / Adverb,along / by,Aan de zijkant of op bezoek,2
313,mam,N/A,Mam mag ik alsjeblieft even met de auto weg?,Noun,mom,Moeder (spreektaal),1
314,recht,N/A,Je hebt echt het volste recht om nu heel boos te zijn.,Noun / Adjective / Adverb,right / straight,Wet of rechtdoor,2
315,lichaam,N/A,Je moet heel goed voor je eigen lichaam zorgen.,Noun,body,Het hele fysieke mens,2
316,aardig,N/A,Dat is echt een hele lieve en aardig jonge man.,Adjective / Adverb,nice / quite,Vriendelijk of behoorlijk,2
317,vertrouwen,N/A,Je moet gewoon wat meer vertrouwen in jezelf hebben.,Verb / Noun,trust / confidence,Geloof in de eerlijkheid van,3
318,ermee,N/A,Ik weet echt niet goed wat ik ermee moet gaan doen.,Pronominal Adverb,with it,Daarmee,2
319,neemt,N/A,Hij neemt altijd heel erg rustig de tijd voor alles.,Verb,takes,Pakt of verbruikt,2
320,vanaf,N/A,Ik ben vanaf morgen helemaal vrij van school.,Preposition,from,Beginnend bij,2
321,vaak,N/A,Ik ga best wel heel erg vaak naar de bioscoop in het dorp.,Adverb,often,Vele keren,1
322,boek,N/A,Ik lees een heel erg spannend en mooi dik boek.,Noun,book,Papieren met tekst om te lezen,1
323,mezelf,N/A,Ik heb mezelf helaas per ongeluk heel erg pijn gedaan.,Pronoun,myself,Mij (wederkerend),2
324,zetten,N/A,We moeten de tafel even in de grote woonkamer zetten.,Verb,put / set,Plaatsen,2
325,stil,N/A,Wees alsjeblieft even helemaal stil tijdens de les.,Adjective / Adverb,quiet / still,Zonder geluid,1
326,ok,N/A,Ok ik zal proberen er zo snel mogelijk te zijn vandaag.,Adverb / Interjection,ok / okay,Goed of akkoord,1
327,kerel,N/A,Die grote vent is echt een hele stoere kerel.,Noun,guy / dude,Kerel of man,2
328,betalen,N/A,Kan ik hier in deze winkel misschien met pin betalen?,Verb,pay,Geld overdragen voor iets,2
329,geval,N/A,In dat geval blijf ik vandaag gewoon lekker thuis.,Noun,case / event,Gebeurtenis of situatie,2
330,miljoen,N/A,Dat huis kost wel meer dan een miljoen euro.,Numeral / Noun,million,Duizend keer duizend,2
331,tweede,N/A,Hij werd helaas maar tweede in de spannende race.,Numeral,second,Nummer twee,2
332,haat,N/A,Ik haat het als je me steeds weer vergeet te bellen.,Verb / Noun,hate,Sterk gevoel van afkeer of ik haat,1
333,hard,N/A,Je moet niet zo heel erg hard schreeuwen hier binnen.,Adjective / Adverb,hard / fast / loud,Stevig of snel of luid,1
334,inderdaad,N/A,Dat was inderdaad een heel erg dom idee van hem.,Adverb,indeed,Zeker weten,2
335,woord,N/A,Ik kon helemaal geen enkel Engels woord verstaan.,Noun,word,Deel van een zin,2
336,stond,N/A,Hij stond al urenlang in de koude regen te wachten.,Verb,stood,Verleden tijd van staan,2
